"timestamp", "uid"
"2022/02/06 14:40:43", 6
"2022/02/06 14:40:50", 18
"2022/02/06 14:40:58", 20
"2022/02/06 14:41:04", 25
"2022/02/06 14:41:15", 18
"2022/02/06 14:41:24", 25
"2022/02/06 14:52:09", 18
"2022/02/06 14:52:15", 18
"2022/02/06 14:52:19", 18
"2022/02/06 14:52:24", 20
"2022/02/06 14:52:31", 25
"2022/02/06 15:10:26", 25
"2022/02/06 15:10:30", 25
